DBID,Date,Animal Type,Species,Alive/Dead,Area,State,Longitude,Latitude,Est/Exact,Length,Width,Weight,Sex,Injured,Injury Desc.,Notes
715,27-08-10,Shark,Salmon Shark,No Data,Morro Strand,California,-120.869,36.364,Estimate,93,0,0,Female,No Data,,
716,27-08-10,Shark,Salmon Shark,No Data,North Of Sparrow Road Access And South Of Tahkenitch Outlet,Oregon,-124.109,43.454,Exact,0,0,0,No Data,No Data,,
717,29-08-10,Shark,Salmon Shark,No Data,Pescadero Beach,California,-122.412,37.267,Estimate,97,0,0,Male,No Data,,
718,02-09-10,Shark,Salmon Shark,No Data,Stinson Beach,California,-122.646,37.899,Estimate,92,0,0,Female,No Data,,
719,08-09-10,Shark,Salmon Shark,Dead,Gardiner,Oregon,-124.166,43.825,Estimate,0,0,0,No Data,No Data,,
720,10-09-10,Shark,Salmon Shark,No Data,"Cayucos, San Luis Obispo County",California,-120.895,35.44,Estimate,0,0,0,No Data,No Data,,
721,07-10-10,Shark,Salmon Shark,No Data,"South Beach State Park, Near Jetty",Oregon,-124.072,44.61,Estimate,0,0,0,No Data,No Data,,
722,16-10-10,Shark,Salmon Shark,No Data,Tofino,"British Columbia, Canada",-125.897,49.119,Estimate,0,0,0,Female,No Data,,
723,17-10-10,Shark,Salmon Shark,No Data,South Beach State Park,Oregon, -124.0656,44.6061,Estimate,0,0,0,No Data,No Data,,
724,18-10-10,Shark,Salmon Shark,No Data,Yachats,Oregon,-124.1087,44.312,Estimate,0,0,0,No Data,No Data,,
725,28-10-10,Shark,Salmon Shark,No Data,"Astoria, Ft. Stevens",Oregon,-123.9646,46.2084,Estimate,0,0,0,No Data,No Data,,
726,07-01-11,Shark,Salmon Shark,No Data,Pismo Beach,California,-120.643,35.141,Estimate,0,0,0,No Data,No Data,,
727,20-01-11,Shark,Salmon Shark,No Data,Malibu,California,-118.813,34.007,Estimate,0,0,0,No Data,No Data,,
728,06-02-11,Shark,Salmon Shark,No Data,Cowell Beach,California,-122.024,36.962,Estimate,0,0,0,No Data,No Data,,
729,09-02-11,Shark,Salmon Shark,No Data,Stinson Beach,California,-122.645,37.899,Estimate,0,0,0,No Data,No Data,,
730,04-04-11,Shark,Salmon Shark,No Data,Topanga Beach,California,-118.582,34.039,Estimate,0,0,0,No Data,No Data,,
731,07-07-11,Shark,Salmon Shark,No Data,Just To The South Of Tahkenitch Creek,Oregon,-124.173,43.789,Estimate,0,0,0,No Data,No Data,,
732,19-07-11,Shark,Salmon Shark,No Data,"Emerald Bay, Laguna",California,-117.809,33.551,Estimate,122,0,0,No Data,No Data,,
733,21-07-11,Shark,Salmon Shark,No Data,Laguna Beach,California,-117.784,33.541,Estimate,122,0,0,No Data,No Data,,
734,21-07-11,Shark,Salmon Shark,No Data,Pacifica,California,-122.495,37.623,Estimate,0,0,0,No Data,No Data,,
735,28-07-11,Shark,Salmon Shark,No Data,"Mad River Beach, Humboldt County",California,-124.134,40.934,Estimate,0,0,0,No Data,No Data,,
736,10-08-11,Shark,Salmon Shark,No Data,"Edgewater Cottage, Wakonda Beach",Oregon,-124.0874,44.3977,Estimate,0,0,0,No Data,No Data,,
737,20-08-11,Shark,Salmon Shark,Alive,Whiskey Run Beach Just North Of Bandon,Oregon,-124.396,43.21,Estimate,0,0,0,No Data,No Data,,
738,26-08-11,Shark,Salmon Shark,No Data,La Push,Washington,-124.638,47.907,Estimate,152,0,0,No Data,No Data,,
739,30-08-11,Shark,Salmon Shark,No Data,Cannon Beach,Oregon,-123.966,45.889,Estimate,0,0,0,No Data,No Data,,
740,06-09-11,Shark,Salmon Shark,No Data,Rio Del Mar Beach,California,-121.892,36.959,Estimate,0,0,0,Male,No Data,,
741,06-09-11,Shark,Salmon Shark,No Data,Manzanita,Oregon,-123.942,45.718,Estimate,0,0,0,No Data,No Data,,
742,12-09-11,Shark,Salmon Shark,No Data,About 1/4 - 3/4 Mile North Of Driftwood State Park,Oregon,-124.084,44.471,Estimate,0,0,0,No Data,No Data,,
743,12-09-11,Shark,Salmon Shark,No Data,"About 1/8 Mile North Of Sutton Creek, Florence",Oregon,-124.131,44.052,Estimate,0,0,0,No Data,No Data,,
744,12-09-11,Shark,Salmon Shark,No Data,Near 3999 Hwy 101 Yachats (Silver Surf Motel),Oregon,-124.1,44.338,Estimate,0,0,0,No Data,No Data,,
745,14-09-11,Shark,Salmon Shark,No Data,"Sunset Beach, Seaside",Oregon,-123.942,46.104,Estimate,122,0,0,No Data,No Data,,
746,14-09-11,Shark,Salmon Shark,No Data,"Sunset Beach, Seaside",Oregon,-123.945,46.104,Estimate,122,0,0,No Data,No Data,,
747,15-09-11,Shark,Salmon Shark,No Data,Seacliff State Beach,California,-121.917,36.973,Estimate,100,0,0,No Data,No Data,,
748,21-09-11,Shark,Salmon Shark,No Data,About 1/2 Mile South Of Parking Lot Of Patterson State Park,Oregon,-124.087,44.407,Estimate,0,0,0,No Data,No Data,,
749,20-10-11,Shark,Salmon Shark,No Data,"Yaquina Bay, Newport",Oregon,-124.0296,44.6194,Estimate,0,0,0,No Data,No Data,,
750,22-10-11,Shark,Salmon Shark,No Data,"On Beach Near Noaa Dock, Yaquina Bay, Newport",Oregon,-124.049,44.626,Estimate,0,0,0,No Data,No Data,,
751,24-10-11,Shark,Salmon Shark,No Data,Yachats,Oregon, -124.1087,44.312,Estimate,0,0,0,No Data,No Data,,
752,25-10-11,Shark,Salmon Shark,No Data,S. Of Waldport,Oregon,-124.086,44.405,Estimate,0,0,0,No Data,No Data,,
753,27-10-11,Shark,Salmon Shark,No Data,"1/8 Mile South Of Colorado Street Access, Yachats",Oregon,-124.096,44.358,Estimate,0,0,0,No Data,No Data,,
754,27-10-11,Shark,Salmon Shark,No Data,Waldport,Oregon,-124.088,44.401,Estimate,0,0,0,No Data,No Data,,
755,14-11-11,Shark,Salmon Shark,No Data,"Lost Creek, Beavercreek",Oregon,-124.0737,44.543,Estimate,0,0,0,No Data,No Data,,
756,18-11-11,Shark,Salmon Shark,Dead,"Below China Creek Parking Area, Next To China Creek",Oregon,-124.437,43.073,Estimate,0,0,0,No Data,No Data,,
757,23-11-11,Shark,Salmon Shark,No Data,Port Hardy,"British Columbia, Canada",-127.493,50.718,Estimate,150,0,0,Female,No Data,,
758,09-01-12,Shark,Salmon Shark,No Data,"South Beach, Newport",Oregon,-124.0656,44.6061,Estimate,0,0,0,No Data,No Data,,
759,06-02-12,Shark,Salmon Shark,No Data,Cowell Beach,California,-122.024,36.962,Estimate,91,0,0,No Data,No Data,,
760,22-07-12,Shark,Salmon Shark,Alive,"Neakahnie, Nehalem Rd, Manzanita",Oregon,-123.944,45.727,Estimate,0,0,0,No Data,Yes,,
761,23-07-12,Shark,Salmon Shark,No Data,Arch Cape,Oregon,-123.963,45.828,Estimate,0,0,0,No Data,No Data,,
762,24-07-12,Shark,Salmon Shark,No Data,Manzanita Beach,Oregon,-123.9413,45.7165,Estimate,61,0,0,No Data,No Data,,
763,28-07-12,Shark,Salmon Shark,Dead,Rockaway Beach,Oregon,-123.944,45.634,Estimate,0,0,0,No Data,No Data,,
764,05-08-12,Shark,Salmon Shark,No Data,Manresa State Beach,California,-121.854,36.919,Estimate,0,0,0,No Data,No Data,,
765,05-08-12,Shark,Salmon Shark,Dead,"Otter Point State Park, North Of Gold Beach",Oregon,-124.424,42.457,Estimate,0,0,0,No Data,No Data,,
766,06-08-12,Shark,Salmon Shark,Dead,Lincoln City,Oregon,-124.019,44.962,Estimate,0,0,0,No Data,No Data,,
767,06-08-12,Shark,Salmon Shark,No Data,"Ocean Beach, San Francisco",California,-122.512,37.768,Estimate,0,0,0,No Data,No Data,,
768,06-08-12,Shark,Salmon Shark,No Data,"Seascape, Pacifica",California,-122.49,37.61,Estimate,0,0,0,No Data,No Data,,
769,07-08-12,Shark,Salmon Shark,No Data,Netarts,Oregon,-123.948,45.4315,Estimate,0,0,0,No Data,No Data,,
770,10-08-12,Shark,Salmon Shark,No Data,"Arch Rock, Near Sea Ranch ~100 Miles N San Francisco",California,-123.45,38.71,Estimate,97,0,0,No Data,No Data,,
771,15-08-12,Shark,Salmon Shark,No Data,"Montara State Beach, San Matea County",California,-122.52,37.54,Estimate,0,0,0,No Data,No Data,,
772,20-08-12,Shark,Salmon Shark,Dead,"Gov. Patterson's Park, Waldport",Oregon,-124.086,44.414,Estimate,61,0,0,No Data,No Data,,
773,20-08-12,Shark,Salmon Shark,Alive,Lone Ranch Beach,Oregon,-124.343,42.099,Estimate,0,0,0,No Data,No Data,,
774,21-08-12,Shark,Salmon Shark,Dead,"Proposal Rock, Neskowin",Oregon,-123.987,45.102,Estimate,53,0,0,No Data,No Data,,
775,23-08-12,Shark,Salmon Shark,Dead,"China Creek, Coos Cty",Oregon,-124.437,43.072,Estimate,0,0,0,No Data,No Data,,
776,28-08-12,Shark,Salmon Shark,No Data,Oregon Sand Dunes Recreation Area In Florence,Oregon,-124.14607,43.9239,Estimate,0,0,0,No Data,No Data,,
777,28-08-12,Shark,Salmon Shark,No Data,Seaside,Oregon,-123.935,45.993,Estimate,112,0,0,Female,No Data,,
778,29-08-12,Shark,Salmon Shark,Dead,"Seal Rock, 13650 S. Coast Hwy",Oregon,-124.074566,44.539076,Exact,0,0,0,No Data,No Data,,
779,30-08-12,Shark,Salmon Shark,Dead,"North Of Laurel St, Gleneden Beach",Oregon,-124.037,44.883,Estimate,0,0,0,No Data,No Data,,
780,30-08-12,Shark,Salmon Shark,Dead,"Salishan, Gleneden Beach",Oregon,-124.034,44.894,Estimate,0,0,0,No Data,No Data,,
781,04-09-12,Shark,Salmon Shark,Dead,".25 Miles North Of Beachcombers, Lincoln Beach",Oregon,-124.037,44.884,Estimate,0,0,0,No Data,No Data,,
782,16-09-12,Shark,Salmon Shark,No Data,In Front Of Driftwood Shores Hotel,Oregon,-124.081,44.022,Exact,0,0,0,No Data,No Data,,
783,16-09-12,Shark,Salmon Shark,No Data,Just North Of Breach Sand Road North Of The Siltcoos River,Oregon,-124.092,43.539,Exact,0,0,0,No Data,No Data,,
784,01-10-12,Shark,Salmon Shark,No Data,"South Of Curtis St Access, Seal Rock",Oregon,-124.082,44.507,Estimate,0,0,0,No Data,No Data,,
785,02-10-12,Shark,Salmon Shark,No Data,"Sunset Beach, Seaside",Oregon,-123.945,46.104,Estimate,107,0,0,No Data,No Data,,
786,13-12-12,Shark,Salmon Shark,No Data,Seaside,Oregon,-123.933,45.993,Estimate,76,0,0,No Data,No Data,,
787,14-12-12,Shark,Salmon Shark,No Data,Seaside,Oregon,-123.945,46.104,Estimate,0,0,0,No Data,No Data,,
788,23-12-12,Shark,Salmon Shark,No Data,Bay City,Oregon,-123.891,45.523,Estimate,91,0,0,No Data,No Data,,
789,10-02-13,Shark,Salmon Shark,No Data,"Tajiguas Beach, Santa Barbara",California,-120.101,34.464,Estimate,0,0,0,No Data,No Data,,
790,05-03-13,Shark,Salmon Shark,No Data,"Coronado Island, San Diego",California,-117.184,32.682,Estimate,0,0,0,Female,No Data,,
791,05-03-13,Shark,Salmon Shark,No Data,Morro Strand State Beach,California,-120.869,36.364,Estimate,115,0,0,Male,No Data,,
792,27-08-13,Shark,Salmon Shark,Dead,"Roads End Beach, Wayside, Logan Creek",Oregon,-124.0091,45.0084,Estimate,0,0,0,No Data,Yes,Bite missing from gill,
793,12-09-95,Turtle,Sea Turtle,Dead - Unknown,Waldport,Oregon,-124.088,44.401,Estimate,0,0,0,Male,No Data,,
794,05-11-98,Turtle,Sea Turtle,Dead - Unknown,Lincoln Beach,Oregon,-124.04859,44.85024,Estimate,0,0,0,Unknown,No Data,,
795,02-11-14,Turtle,Unidentified Hardshell Sea Turtle,No Data,"Tj Estuary; On Beach Approximately .5 Miles North Of Usa/Mx Border, Pretty High Up On Beach, Past High Tide Line; Hard Shelled Turtle ~1.5-2 Ft. Long",California,0,0,No Data,0,0,0,No Data,No Data,,
796,12-11-14,Turtle,Unidentified Hardshell Sea Turtle,Advanced Decomposition,"North Island Naval Station, Near North Boat Ramp",California,0,0,No Data,0,0,0,No Data,No Data,,
797,01-08-74,Turtle,Unidentified Sea Turtle,Alive,Kachemak Bay,Alaska,-151.2367,59.6855,Estimate,0,0,0,No Data,No Data,,
798,01-08-79,Turtle,Unidentified Sea Turtle,Alive,Marmot Bay,Alaska,-152.2714,58.06509,Estimate,0,0,0,No Data,No Data,,
799,19-07-80,Turtle,Unidentified Sea Turtle,Live,Off Westport,Washington,-124.1159,46.9105,Estimate,0,0,0,Unknown,No Data,,
800,05-06-84,Turtle,Unidentified Sea Turtle,Fresh Dead,"Huntington Beach, Lifeguard Station B, Between Orange County Sanitation District Stations 9N & 15N",California,0,0,No Data,0,0,0,No Data,No Data,,
801,01-08-87,Turtle,Unidentified Sea Turtle,Dead/Mutilated,Ocean Park,Washington,-124.054,46.4882,Estimate,0,0,0,Unknown,No Data,,
802,09-10-89,Turtle,Unidentified Sea Turtle,Advanced Decomposition,"Huntington Beach, Huntington City Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
803,01-11-89,Turtle,Unidentified Sea Turtle,Undetermined,Ocean Shores,Washington,-124.1643,46.95459,Estimate,0,0,0,Unknown,No Data,,
804,13-11-89,Turtle,Unidentified Sea Turtle,Dead,Copalis,Washington,-124.1818,47.1197,Estimate,0,0,0,Unknown,No Data,,
805,23-04-90,Turtle,Unidentified Sea Turtle,Alive,"Palos Verdes Estates, Malaga Cove",California,0,0,No Data,0,0,0,No Data,No Data,,
806,29-07-90,Turtle,Unidentified Sea Turtle,Advanced Decomposition,"Surfside, East End Of Surfside Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
807,30-07-90,Turtle,Unidentified Sea Turtle,Advanced Decomposition,"Surfside, Extreme West End Of Surfside Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
808,06-11-90,Turtle,Unidentified Sea Turtle,Advanced Decomposition,"Seal Beach, Anaheim Bay, Seal Beach Naval Weapons Station",California,0,0,No Data,0,0,0,No Data,No Data,,
809,11-11-90,Turtle,Unidentified Sea Turtle,Advanced Decomposition,"Huntington Beach, Huntington Harbor, Near Entrance To Anaheim Bay",California,0,0,No Data,0,0,0,No Data,No Data,,
810,07-09-91,Turtle,Unidentified Sea Turtle,Fresh Dead,"Huntington Beach, Bolsa Chica State Beach, 3/4 Mile North Of Goldenwest Street",California,0,0,No Data,0,0,0,No Data,No Data,,
811,09-08-92,Turtle,Unidentified Sea Turtle,Live,Skagit Bay,Washington,-122.4497,48.3052,Estimate,0,0,0,Unknown,No Data,,
812,30-06-97,Turtle,Unidentified Sea Turtle,No Data,"Corona Del Mar, China Cove Beach, Way Lane",California,0,0,No Data,0,0,0,No Data,No Data,,
813,31-10-97,Turtle,Unidentified Sea Turtle,No Data,"San Pedro, Royal Palms State Beach, Just North",California,0,0,No Data,0,0,0,No Data,No Data,,
814,20-07-98,Turtle,Unidentified Sea Turtle,No Data,Solana Beach Main Lifeguard Tower,California,0,0,No Data,0,0,0,No Data,No Data,,
815,14-03-99,Turtle,Unidentified Sea Turtle,Dead,Taholah,Washington,-124.2925,47.34005,Estimate,0,0,0,Unknown,No Data,,
816,22-11-99,Turtle,Unidentified Sea Turtle,Live/Dead,Long Beach,Washington,-124.06313,46.3556,Estimate,0,0,0,Unknown,No Data,,
817,06-02-00,Turtle,Unidentified Sea Turtle,Moderate Decomposition,"Laguna Beach, North Of 1000 Steps Beach - 31967 S. Pacific Coast Hwy",California,0,0,No Data,0,0,0,No Data,No Data,,
818,02-02-01,Turtle,Unidentified Sea Turtle,Live,Long Beach,Washington,-124.06313,46.3556,Estimate,0,0,0,Unknown,No Data,,
819,27-03-01,Turtle,Unidentified Sea Turtle,Undetermined,Ocean Shores,Washington,-124.1643,46.95459,Estimate,0,0,0,Unknown,No Data,,
820,21-01-02,Turtle,Unidentified Sea Turtle,Moderate Decomposition,"Malibu, Kelp Bed, Off Paradise Cove, West Of Latigo Creek",California,0,0,No Data,0,0,0,No Data,No Data,,
821,08-08-04,Turtle,Unidentified Sea Turtle,Dried Mummified / Skeleton,"Newport Beach, 20Th Street & West Ocean Front",California,0,0,No Data,0,0,0,No Data,No Data,,
822,16-05-05,Turtle,Unidentified Sea Turtle,Live,Grays Harbor,Washington,-123.9821,46.9876,Estimate,0,0,0,Unknown,No Data,,
823,04-05-06,Turtle,Unidentified Sea Turtle,Unknown Condition,"Carlsbad, Carlsbad",California,0,0,No Data,0,0,0,No Data,No Data,,
824,02-07-07,Turtle,Unidentified Sea Turtle,Advanced Decomposition,"Isla Vista, Univerity Of California, Santa Barbara Campus, 1,000 Feet Offshore In Kelp Bed",California,0,0,No Data,0,0,0,No Data,No Data,,
825,24-12-07,Turtle,Unidentified Sea Turtle,Alive,Gearhart,Oregon,-123.930108,46.034225,no data,0,0,0,Unknown,No Data,,
826,13-09-09,Turtle,Unidentified Sea Turtle,Moderate Decomposition,"San Diego, San Diego Bay",California,0,0,No Data,0,0,0,No Data,No Data,,
827,17-06-10,Turtle,Unidentified Sea Turtle,Moderate Decomposition,"Long Beach, Water Line, 8Th Place",California,0,0,No Data,0,0,0,No Data,No Data,,
828,21-04-13,Turtle,Unidentified Sea Turtle,Alive,Florence,Oregon,-124.140748,44.015009,no data,0,0,0,Unknown,No Data,,
829,01-08-13,Turtle,Unidentified Sea Turtle,Alive,Newport,Oregon,-124.066947,44.630283,no data,0,0,0,Unknown,No Data,,
830,12-09-95,Turtle,Unknown,Dead,Waldport,Oregon,-124.088,44.401,Estimate,0,0,0,Unknown,No Data,,
831,05-11-98,Turtle,Unknown,Dead,Lincoln Beach,Oregon,-124.04859,44.85024,Estimate,0,0,0,Unknown,No Data,,
