DBID,Date,Time,Finder Name,Contact No.,Animal Type,Species,Age,Alive/Dead,Area,State,Mile Marker,High Tide Dist.,Longitude,Latitude,Est/Exact,Length,Width,Weight,Sex,Entangled,Entangling Item,Injured,Injury Desc.,Notes,,,,,,,,,,,,,,,,,,,,,,,
75,21-06-96,00:00,,,Turtle,Green Sea Turtle,,Alive,"Redondo Beach, Redondo Beach Generating Station - Units 7&8",California,,,-118.408,33.875,Estimate,,,,,,,,,Original Length on form was 57 CM.  Original Weight on form was 30 lbs. RELEASED OFFSHORE REDONDO BEACH IN GOOD CONDITION; NATIONAL MARINE FISHERIES SERVICE TAGS WERE APPLIED AS FOLLOWS: X-185 ON LEFT FRONT; X-186 ON RIGHT FRONT; DORSAL CENTER LINE OF CAR,,,,,,,,,,,,,,,,,,,,,,,
76,24-07-96,00:00,,,Turtle,Green Sea Turtle,,Moderate Decomposition,"Moss Beach, Fitzgerald Marine Reserve",California,,,-122.517,37.523,Exact,,,,,,,,,Original Length on form was 80 CM.  Original Weight on form was 80 lbs.,,,,,,,,,,,,,,,,,,,,,,,
77,01-10-96,00:00,,,Turtle,Green Sea Turtle,,Alive,Rocky Pass,Alaska,,,-133.738,56.677,Estimate,,,,,,,,,SIGHTING,,,,,,,,,,,,,,,,,,,,,,,
78,01-10-96,00:00,,,Turtle,Green Sea Turtle,,Alive,Copper River Flats,Alaska,,,-144.961,60.398,Estimate,,,,,,,,,LIVE - SENT TO SAN DIEGO,,,,,,,,,,,,,,,,,,,,,,,
79,10-01-97,00:00,,,Turtle,Green Sea Turtle,,Alive,"Avila Beach, Diablo Canyon Nuclear Generating Station",California,,,-120.856,35.211,Estimate,,,,,,,,,MINOR ABRASIONS & CHAFFING ON RIGHT FRONT FLIPPER; ANIMAL RELEASED UNHARMED APPROXIMATELY 0.25 MILE OFFSHORE POWER PLANT,,,,,,,,,,,,,,,,,,,,,,,
80,15-02-97,00:00,,,Turtle,Green Sea Turtle,,,"Santa Catalina Island, Avalon Harbor, Next To White Sea Bass Feeding Pens",California,,,-118.324,33.343,Exact,,,,,,,,,Original Length on form was 41 IN (estimated).  Original Weight on form was 70 lbs. CARAPACE LENGTH = 31 INCHES; CARAPACE WIDTH = 31 INCHES,,,,,,,,,,,,,,,,,,,,,,,
81,01-05-97,00:00,,,Turtle,Green Sea Turtle,,,Blacksand Spit,Alaska,,,-139.472,59.398,Estimate,,,,,,,,,CARCASS,,,,,,,,,,,,,,,,,,,,,,,
82,12-06-97,00:00,,,Turtle,Green Sea Turtle,,,"Avila Beach, Diablo Canyon Nuclear Generating Station",California,,,-120.856,35.211,Estimate,,,,,,,,,Original Length on form was 84 CM.  Original Weight on form was 100 lbs. RECORDED LENGTH = CARAPACE LENGTH; ANIMAL RELEASED UNHARMED 1 MILE OFFSHORE OF POWER PLANT,,,,,,,,,,,,,,,,,,,,,,,
83,16-06-97,00:00,,,Turtle,Green Sea Turtle,,,"Newport Beach, 44Th Street",California,,,-117.939,33.619,Exact,,,,,,,,,"Original Length on form was 30 IN (estimated).  CARCASS FOUND FLOATING IN SURF LINE BY SWIMMER & BROUGHT ASHORE; CARAPACE COVERED WITH ALGAE; LARGE CRACK IN SHELL, POSSIBLY FROM BOAT COLLISION",,,,,,,,,,,,,,,,,,,,,,,
84,13-09-97,00:00,,,Turtle,Green Sea Turtle,,,"Oakley, Orwood Resort, In Slough",California,,,-121.611,37.938,Exact,,,,,,,,,Original Length on form was 32 CM.  FLOATING; GASPING FOR AIR; BARELY RESPONSIVE,,,,,,,,,,,,,,,,,,,,,,,
85,24-11-97,00:00,,,Turtle,Green Sea Turtle,,Alive,"San Onofre, San Onofre Nuclear Generating Station",California,,,-117.555,33.368,Estimate,,,,,,,,,Original Length on form was 21.5 IN.  Original Weight on form was 40 lbs. RELEASED ON PENDLETON BEACH IN GOOD CONDITION; TAGS WERE ATTACHED TO FRONT FLIPPERS PRIOR TO RELEASE; TAGGED - X190 ON LEFT FRONT FLIPPER & X189 ON FRIGHT FRONT FLIPPER,,,,,,,,,,,,,,,,,,,,,,,
86,17-01-98,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Live,Beverly Beach State Park,Oregon,0,0,-124.058,44.729,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
87,29-07-98,00:00,,,Turtle,Green Sea Turtle,,Moderate Decomposition,"Carlsbad, South Carlsbad State Beach",California,,,-117.319,33.101,Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,15-08-98,00:00,,,Turtle,Green Sea Turtle,,Alive,Ormond Beach Generating Station,California,,,-119.173,34.129,Estimate,,,,,,,,,"Original Weight on form was 30 lbs. RELEASED BY U.S. COAST GUARD 5.5 MILES OFFSHROE VENTURA HARBOR (34o05.61""""N, 119o17.41""""W); SMALL LACERATION UNDER CHIN; 0.5"""" PIECE OF SHELL AT POSTERIOR END MISSING; SUPERFICIAL ABRASION ON RIGHT ANTERIOR PORTION OF D",,,,,,,,,,,,,,,,,,,,,,,
89,01-10-98,00:00,,,Turtle,Green Sea Turtle,,,Ocean Cape,Alaska,,,-139.862,59.542,Estimate,,,,,,,,,CARCASS,,,,,,,,,,,,,,,,,,,,,,,
90,10-04-99,00:00,,,Turtle,Green Sea Turtle,,Fresh Dead,"Ano Nuevo State Reserve, 1.5 Miles North, Near Tab",California,,,-122.327,37.116,Estimate,,,,,,,,,Original Weight on form was 127.5 lbs. FLIPPER SPAN IS 119 CENTIMETERS; CARAPACE STRAIGHT WIDTH IS 59.8 CENTIMETERS & STRAIGHT LENGTH IS 78.8 CENTIMETERS; FULL OF EGGS,,,,,,,,,,,,,,,,,,,,,,,
91,30-05-99,00:00,,,Turtle,Green Sea Turtle,,Alive,"Avila Beach, Diablo Canyon Nuclear Generating Station, Found Within Forebay Of Intake Structure",California,,,-120.856,35.211,Estimate,,,,,,,,,Original Weight on form was 70 lbs. ANIMAL CAPTURED FROM INTAKE FOREBAY BY BEHRENS/STEINBECK; MINOR SCRAPES ON REAR OF CARAPACE; ANIMAL RELEASED UNHARMED APPROXIMATELY 0.25 - 0.75 MILE SOUTHWEST OF POWER PLANT; ANIMAL SWAM STRONGLY AND APPEARED UNHARMED/U,,,,,,,,,,,,,,,,,,,,,,,
92,08-06-99,00:00,,,Turtle,Green Sea Turtle,,Moderate Decomposition,"Mission Beach, Mission Beach",California,,,-117.247,32.77,Estimate,,,,,,,,,7 PROPELLER GASHES IN CARAPACE; RECORDED LENGTH = CARAPACE LENGTH,,,,,,,,,,,,,,,,,,,,,,,
93,10-06-99,00:00,,,Turtle,Green Sea Turtle,,Moderate Decomposition,"San Diego, On Beach By Mission Bay Visitor Center",California,,,-117.21,32.789,Exact,,,,,,,,,TWO LISTED LENGTHS COULD POSSIBLY BE CCL/CCW MIN AND MAX; SMALLER NUMBER (MIN?) IS LISTED IN SPREAD SHEET; OTHER LENGTH (MAX?) ON REPORT IS CCL (78.6CM)/CCW (79.2); HEALTHY TURTLE; CAUSE OF DEATH = BOAT STRIKE; LEFT SIDE VERY SEVERE PROPELLER CUTS (37 CM ,,,,,,,,,,,,,,,,,,,,,,,
94,08-08-99,00:00,,,Turtle,Green Sea Turtle,,Alive,"San Onofre, San Onofre Nuclear Generating Station",California,,,-117.555,33.368,Estimate,,,,,,,,,Original Weight on form was 65 lbs. ENTRAINMENT INTO POWER GENERATING STATION; ANIMAL DISCOVERED IN STATION COOLING WATER SYSTEM; TURTLE TAGGED ON LEFT FRONT FLIPPER AND RELEASED IMMEDIATELY AT SAN ONOFRE STATE BEACH; TAG NUMBER: X191; TAG COLOR: SILVER T,,,,,,,,,,,,,,,,,,,,,,,
95,24-08-99,00:00,,,Turtle,Green Sea Turtle,,Alive,"Avila Beach, Diablo Canyon Nuclear Generating Station, Unit #1-3 Forebay",California,,,-120.856,35.211,Estimate,,,,,,,,,"ANIMAL FOUND IN FOREBAY #1-3 AT APPROX. 1030 HOURS; RELEASED OFFSHORE AT APPROX. 1300 HOURS; A FEW SMALL SCRAPES ON CARAPACE AND SOME MINOR ABRASIONS ON FRONT FLIPPERS OBSERVED; ANIMAL SWAM STRONGLY UPON RELEASE, LOOKED OK. ",,,,,,,,,,,,,,,,,,,,,,,
96,31-10-99,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Live/Dead,Long Beach,Washington,0,0,-124.063,46.356,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
97,10-12-99,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Live/Dead,Agate Beach,Oregon,0,0,-124.067,44.676,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
98,13-12-99,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Live,Long Beach,Washington,0,0,-124.063,46.356,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,M544,,,,,,,,,,,,,,,,,,,,,,,
99,15-12-99,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Live,Pacific City,Oregon,0,0,-123.969,45.209,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
100,16-12-99,00:00,,,Turtle,Green Sea Turtle,,Alive,"Elk, Greenwood Creek",California,,,-123.717,39.126,Exact,,,,,,,,,RESPONSIVE TO TOUCH; OLD WOUNDS ON SHELL AND SHOULDER. ,,,,,,,,,,,,,,,,,,,,,,,
101,16-12-99,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Dead,Taholah,Washington,0,0,-124.292,47.341,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
102,16-12-99,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Dead,Ocean Shores,Washington,0,0,-124.162,46.959,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,Carcass collected and frozen for later identification.,,,,,,,,,,,,,,,,,,,,,,,
103,17-12-99,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Dead,Copalis,Washington,0,0,-124.18,47.116,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,Carcass collected and frozen for later identification.,,,,,,,,,,,,,,,,,,,,,,,
104,30-12-99,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Live,Ocean Shores,Washington,0,0,-124.162,46.959,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,M543,,,,,,,,,,,,,,,,,,,,,,,
105,12-01-00,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Dead,Moolak,Oregon,0,0,-124.062,44.7,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
106,26-01-00,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Dead,Ocean Shores,Washington,0,0,-124.162,46.959,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
107,23-02-00,00:00,,,Turtle,Green Sea Turtle,,Alive,"Lompoc, Surf Beach",California,,,-120.605,34.683,Estimate,,,,,,,,,"BARELY RESPONSIVE TO TOUCH; RELEASED 15 MILES OFF MISSION BAY JETTY (32 53.75N, 117 25.88W)",,,,,,,,,,,,,,,,,,,,,,,
108,19-03-00,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Live,Gearheart,Oregon,0,0,-123.927,46.025,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,M546/M547,,,,,,,,,,,,,,,,,,,,,,,
109,22-03-00,00:00,,,Turtle,Green Sea Turtle,,Alive,"San Diego, San Diego Bay",California,,,-117.144,32.674,Estimate,,,,,,,,,"Original Length on form was 76.1 CM.  ANIMAL CAUGHT IN SEA TURTLE SAMPLING NET DURING RESEARCH ACTIVITIES; ANIMAL ENTANGLED IN DISCARDED MONOFILAMENT LINE, LINE COMING OUT OF ANIMAL'S MOUTH & WRAPPED AROUND BOTH FRONT FLIPPERS, AMPUTATING POSTERIOR END OF",,,,,,,,,,,,,,,,,,,,,,,
110,16-04-00,00:00,,,Turtle,Green Sea Turtle,,Alive,"Avila Beach, Diablo Canyon Nuclear Generating Station, Unit 1 Forebays #2-4",California,,,-120.856,35.211,Estimate,,,,,,,,,RIGHT FRONT FLIPPER SOMEWHAT RAGGED; MINOR ABRASIONS ON EDGE OF CARAPACE; VISIBLE ABRASIONS ON HEAD AND MOST FLIPPERS; ANIMAL RELEASED UNHARMED APPROXIMATELY 0.5 MILE OFFSHORE POWER PLANT; SWAM AWAY STRONGLY. ,,,,,,,,,,,,,,,,,,,,,,,
111,30-05-00,00:00,,,Turtle,Green Sea Turtle,,Alive,"Point Reyes National Seashore, Kehoe Beach, Point Reyes National Seashore",California,,,-122.948,38.155,Exact,,,,,,,,,FOUND ON THE BEACH,,,,,,,,,,,,,,,,,,,,,,,
112,19-06-00,00:00,,,Turtle,Green Sea Turtle,,Alive,"San Onofre, San Onofre Nuclear Generating Station, Unit 2",California,,,-117.555,33.368,Estimate,,,,,,,,,"Original Weight on form was 40 lbs. ANIMAL ENTERED INTAKE CHANNEL; ANIMAL CAPTURED & RELEASED AT SAN ONOFRE STATE BEACH (SILVER METAL TAG # X193 ON LEFT FRONT FLIPPER, SILVER METAL TAG # X192 ON RIGHT FRONT FLIPPER)",,,,,,,,,,,,,,,,,,,,,,,
113,09-08-00,00:00,,,Turtle,Green Sea Turtle,,Advanced Decomposition,"Huntington Beach, Huntington City Beach",California,,,-117.997,33.656,Estimate,,,,,,,,,Original Length on form was 63 CM.  Original Weight on form was 50 lbs. LENGTH = CURVILINEAR CARAPACE LENGTH,,,,,,,,,,,,,,,,,,,,,,,
114,16-08-00,00:00,,,Turtle,Green Sea Turtle,,Dried Mummified / Skeleton,"Cayucos, Approximately 2 Kilometers South Of Villa Creek",California,,,-120.903,35.447,Estimate,,,,,,,,,Original Length on form was 79 CM.  HORNY SHEATH OF LOWER JAW WITH SERRATED EDGE,,,,,,,,,,,,,,,,,,,,,,,
115,19-08-00,00:00,,,Turtle,Green Sea Turtle,,Alive,"Ocean Cove, Ocean Cove Reserve",California,,,-123.299,38.549,Estimate,,,,,,,,,"VERY TIRED; SHELL BEAT UP; WAS PUSHED INTO WATER SEVERAL TIMES BY BYSTANDER; RELEASED ABOUT 4 MILES OFF THE MISSION BEACH JETTY (32 45'N, 117 20'W)",,,,,,,,,,,,,,,,,,,,,,,
116,29-08-00,00:00,,,Turtle,Green Sea Turtle,,Moderate Decomposition,"Long Beach, Los Alamitos Bay At Mouth Of San Gabriel River",California,,,-118.115,33.741,Exact,,,,,,,,,Original Length on form was 46 CM.  LENGTH = CARAPACE CURVILINEAR LENGTH,,,,,,,,,,,,,,,,,,,,,,,
117,03-11-00,00:00,,,Turtle,Green Sea Turtle,,Alive,"Coronado, Silver Strand State Beach",California,,,-117.142,32.634,Estimate,,,,,,,,,Original Weight on form was 179 lbs. NO SIGN OF EXTERNAL INJURIES; LETHARGIC; SLIGHTLY EMACIATED,,,,,,,,,,,,,,,,,,,,,,,
118,18-11-00,00:00,,,Turtle,Green Sea Turtle,,Alive,"San Onofre, San Onofre Nuclear Generating Station, Unit 3",California,,,-117.555,33.368,Estimate,,,,,,,,,"Original Weight on form was 25 lbs. TURTLE TAGGED AND RELEASED IMMEDIATELY AT SAN ONOFRE STATE BEACH; TAGS APPLIED UPON STRANDING; X194 SILVER METAL TAG ATTACHED TO THE LFF, X195 SILVER METAL TAG APPLIED TO RFF",,,,,,,,,,,,,,,,,,,,,,,
119,16-12-00,00:00,,,Turtle,Green Sea Turtle,,Alive,"Sausalito, Richardson Bay Marina, 1/4 Mile Out From Margaritaville",California,,,-122.505,37.875,Estimate,,,,,,,,,"GREEN SEA TURTLE SUBSPECIES (BLACK); LETHARGIC, HYPOTHERMIA, WEAKNESS; FLOUNDERING IN WATER; NOT DIVING; NOT MOVING AWAY FROM BOAT TRAFFIC; HEAVY BOAT TRAFFIC; LENGTH = CARAPACE LENGTH; RELEASED ABOUT 4 MILES OFF THE MISSION BAY JETTY (32 45'N, 117 20'W)",,,,,,,,,,,,,,,,,,,,,,,
120,23-01-01,00:00,,,Turtle,Green Sea Turtle,,Alive,"Manila, Manila Beach",California,,,-124.17,40.852,Estimate,,,,,,,,,LETHARGIC; DEHYDRATED; SUNKEN EYES; CRACK IN SHELL approx 100 lbs,,,,,,,,,,,,,,,,,,,,,,,
121,27-02-01,00:00,,,Turtle,Green Sea Turtle,,Alive,"Avila Beach, Diablo Canyon Nuclear Generating Station, 8 1/2 Mile Northwest Of Avila Beach",California,,,-120.856,35.211,Estimate,,,,,,,,,Original Weight on form was 15 lbs. MINOR ABRASIONS ON THE END OF THE FRONT FLIPPERS AND MORE EXTENSIVE ABRASIONS ON THE SIDE AND FRONT OF HEAD; SWAM STRONGLY WHEN RELEASED 1/2 MILE OFFSHORE,,,,,,,,,,,,,,,,,,,,,,,
122,21-04-01,00:00,,,Turtle,Green Sea Turtle,,Fresh Dead,Cascade Creek Beach,California,,,-122.337,37.136,Exact,,,,,,,,,NO PLASTICS IN STOMACH; INTESTINES WITH FOOD REMAINS; FULL OF IMMATURE EGGS (OVER 280 EGGS); NO OBVIOUS EXTERNAL TRAUMA; CARAPACE STRAIGHT LENGTH X WIDTH = 78CM X 61CM; FLIPPER SPAN = 123CM,,,,,,,,,,,,,,,,,,,,,,,
123,24-07-01,00:00,,,Turtle,Green Sea Turtle,,Moderate Decomposition,"Carlsbad, Encina Power Plant",California,,,-117.339,33.137,Exact,,,,,,,,,Original Weight on form was 150 lbs. CARCASS RETRIEVED FROM INTAKE CHANNEL,,,,,,,,,,,,,,,,,,,,,,,
124,04-09-01,00:00,,,Turtle,Green Sea Turtle,,Alive,"Redondo Beach, Redondo Beach Generating Station",California,,,-118.408,33.875,Estimate,,,,,,,,,Original CCL on form was 18 in. Original Weight on form was 24.5 lbs. ANIMAL RELEASED OFF-SITE,,,,,,,,,,,,,,,,,,,,,,,
125,01-10-01,00:00,,,Turtle,Green Sea Turtle,,,"Chapin, Admiralty",Alaska,,,-134.324,57.135,Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,07-01-02,00:00,,,Turtle,Green Sea Turtle,,Advanced Decomposition,"Huntington Beach, Huntington City Beach, South Of Goldenwest Street",California,,,-118.017,33.667,Exact,,,,,,,,,NO PARTS COLLECTED,,,,,,,,,,,,,,,,,,,,,,,
127,27-02-02,00:00,,,Turtle,Green Sea Turtle,,Moderate Decomposition,"Ferndale, 4.5 Miles West Of Ferndale; Centerville Beach; T2n R3w Sec12 Hm.",California,,,-124.349,40.574,Estimate,,,,,,,,,IN FREEZER WILL PROCESS THIS SUMMER,,,,,,,,,,,,,,,,,,,,,,,
128,14-05-02,00:00,,,Turtle,Green Sea Turtle,,Advanced Decomposition,"National City, Sweetwater River Outflow Into San Diego Bay",California,,,-117.116,32.646,Exact,,,,,,,,,Original Length on form was 75.6 CM.  CARCASS SEVERELY DECOMPOSED; HEAD AND ALL FLIPPERS EXCEPT PARTIAL LEFT ROTTED AWAY; PLASTRON COMPLETELY DECOMPOSED; INTESTINES HANGING OUT; CARAPACE IN INITIAL STAGES OF DECOMPOSITION,,,,,,,,,,,,,,,,,,,,,,,
129,14-07-02,00:00,,,Turtle,Green Sea Turtle,,Alive,"Pebble Beach, Stillwater Cove, In Offshore Kelp",California,,,-121.944,36.563,Exact,,,,,,,,,"PICKED UP BY KAYAKER; PROPELLER INJURIES; DEHYDRATED; RESPONSIVE ONLY TO TOUCH; TURTLE IDENTIFIED AS EASTERN PACIFIC GREEN SEA TURTLE (CHELONIA MYDAS AGASSIZII); VET REMARKS: HYPOTHERMIA, SONOGRAPHY, URIC ACID (INCREASED), HYPERPHOSPHATEMIA; CAUSE OF DEAT",,,,,,,,,,,,,,,,,,,,,,,
130,15-08-02,00:00,,,Turtle,Green Sea Turtle,,Alive,"San Onofre, San Onofre Nuclear Generating Station, Unit 2",California,,,-117.555,33.368,Estimate,,,,,,,,,Original Weight on form was 80 lbs. TURTLE TRANSLOCATED TO SAN ONOFRE BEACH AND RELEASED; TAGGED WITH SLIVER METAL TAG X196 ON LEFT FRONT FLIPPER AND SLIVER METAL TAG X197 ON RIGHT FRONT FLIPPER,,,,,,,,,,,,,,,,,,,,,,,
131,03-11-02,00:00,,,Turtle,Green Sea Turtle,,,Kodiak,Alaska,,,-152.403,57.787,Estimate,,,,,,,,,Original CCL on form was 85.3 CM.,,,,,,,,,,,,,,,,,,,,,,,
132,24-09-03,00:00,,,Turtle,Green Sea Turtle,,Alive,"Carlsbad, Encina Power Station, Agua Hedionda Lagoon, ",California,,,-117.339,33.137,Exact,,,,,,,,,"Original Length on form was 58.2 CM.  FREE-SWIMMING ANIMAL IN POWER PLANT INTAKE CHANNEL; CAPTURED BY WILDLIFE ASSIST PERSONNEL & TRANSPORTED  TO SEAWORLD ON 9/25/03; LIGHT SCRAPE MARKS ON HEAD & CARAPACE, MODERATE SCRAPE MARKS ON PLASTRON",,,,,,,,,,,,,,,,,,,,,,,
133,27-01-04,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Live,Westport,Washington,0,0,-124.1158,46.9013,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,M549,,,,,,,,,,,,,,,,,,,,,,,
134,11-07-04,00:00,,,Turtle,Green Sea Turtle,,Alive,"Carlsbad, Encina Power Plant",California,,,-117.339,33.137,Exact,,,,,,,,,Original Length on form was 50 CM (estimated).  Original CCL on form was 50 in. FREE-SWIMMING ANIMAL IN POWER PLANT INTAKE CHANNEL; SEVERAL PROPELLER-LIKE WOUNDS TO CARAPACE & NECK; ANIMAL CAPTURED & TRANSPORTED TO SEAWORLD,,,,,,,,,,,,,,,,,,,,,,,
135,16-07-04,00:00,,,Turtle,Green Sea Turtle,,Alive,"San Onofre, San Onofre Nuclear Generating Station",California,,,-117.555,33.368,Estimate,,,,,,,,,"Original Weight on form was 60 lbs. FREE-SWIMMING ANIMAL IN POWER PLANT INTAKE CHANNEL;  ANIMAL CAPTURED, TAGGED & RELEASED  AT SAN ONOFRE STATE BEACH; MONEL TAG # X199 AFFIXED TO LEFT FRONT FLIPPER, MONEL TAG # X198 AFFIXED TO RIGHT FRONT FLIPPER",,,,,,,,,,,,,,,,,,,,,,,
136,05-08-04,00:00,,,Turtle,Green Sea Turtle,,Moderate Decomposition,"San Diego, Offshore Southwest Marine Shipyard, Just South Of Coronado Bridge  In San Diego Bay",California,,,-117.148,32.691,Estimate,,,,,,,,," FLOATING CARCASS; CARAPACE/PLASTRON ALMOST TORN INTO TWO PIECES; RIGHT FRONT FLIPPER PIT TAG # 123676333A; RESIDENT ANIMAL FROM SAN DIEGO BAY POPULATION,  LAST CAPTURED ON 1/24/02",,,,,,,,,,,,,,,,,,,,,,,
137,16-08-04,00:00,,,Turtle,Green Sea Turtle,,Fresh Dead,"El Segundo, El Segundo Power Plant",California,,,-118.425,33.91,Estimate,,,,,,,,,"Original Length on form was 75.6 CM.  Original Weight on form was 65 lbs. FREE-SWIMMING ANIMAL IN POWER PLANT INTAKE CHANNEL; ANIMAL APPEARED TO BE IN DISTRESS, SWIMMING IN CIRCLES; EXTREMELY EMACIATED; BARNACLES & ALGAE ON CARAPACE; ANIMAL DIED IN INTAKE",,,,,,,,,,,,,,,,,,,,,,,
138,30-08-04,00:00,,,Turtle,Green Sea Turtle,,Fresh Dead,"Huntington Beach, Offshore Bolsa Chica State Beach",California,,,-118.056,33.703,Estimate,,,,,,,,,Original Length on form was 65 CM.  Original Weight on form was 70 lbs. FLOATING CARCASS; NO EXTERNAL INJURIES; RECORDED LENGTH= STRAIGHT CARPACE LENGTH; CURVILINEAR CARAPACE LENGTH = 68 CENTIMETERS; WELL-DEVELOPED TAIL EXTENDING BEYOND CARPACE,,,,,,,,,,,,,,,,,,,,,,,
139,13-09-04,00:00,,,Turtle,Green Sea Turtle,,Alive,"San Onofre, San Onofre Nuclear Generating Station",California,,,-117.555,33.368,Estimate,,,,,,,,,"Original Length on form was 27 IN.  Original Weight on form was 45 lbs. FREE-SWIMMING ANIMAL IN POWER PLANT INTAKE CHANNEL;  ANIMAL CAPTURED, TAGGED & RELEASED AT SAN ONOFRE STATE BEACH; MONEL TAG # X312 AFFIXED TO LEFT FRONT FLIPPER; MONEL TAG # X313 AFF",,,,,,,,,,,,,,,,,,,,,,,
140,17-10-04,00:00,,,Turtle,Green Sea Turtle,,,"Long Beach, Belmont Shore, At Grand Avenue & Ocean Boulevard",California,,,-118.149,33.758,Estimate,,,,,,,,,Original Length on form was 71.8 CM.  Original Weight on form was 75 lbs.,,,,,,,,,,,,,,,,,,,,,,,
141,22-10-04,00:00,,,Turtle,Green Sea Turtle,,,"Long Beach, Treasure Island Marina, At 5643 Corso Di Napoli",California,,,-118.125,33.752,Exact,,,,,,,,,"Original Length on form was 63 CM.  Original Weight on form was 50 lbs. 6 INCH LENGTH OF MONOFILAMENT LINE EXTENDING FROM ANUS; FISH HOOK EMBEDDED INSIDE ANUS, UNABLE TO RETRIEVE HOOK; RECORDED LENGTH = CURVILINEAR CARAPACE LENGTH",,,,,,,,,,,,,,,,,,,,,,,
142,25-10-04,00:00,,,Turtle,Green Sea Turtle,,,"Long Beach, Alamitos Bay Beach, At 54Th Place And Bay Shore Drive",California,,,-118.131,33.755,Exact,,,,,,,,,Original Length on form was 50 CM.  Original Weight on form was 25 lbs. NECROPSY PERFORMED; LENGTH = CURVED CARAPACE LENGTH,,,,,,,,,,,,,,,,,,,,,,,
143,26-10-04,00:00,,,Turtle,Green Sea Turtle,,,"Long Beach, Belmont Shore, At Claremont Avenue And Ocean Boulevard",California,,,-118.133,33.753,Exact,,,,,,,,,Original Length on form was 64 CM.  Original Weight on form was 50 lbs. RECORDED LENGTH = CURVILINEAR CARAPACE LENGTH,,,,,,,,,,,,,,,,,,,,,,,
144,16-03-05,00:00,,,Turtle,Green Sea Turtle,,Alive,"San Onofre, San Onofre Nuclear Generating Station",California,,,-117.555,33.368,Estimate,,,,,,,,,"Original Length on form was 32 IN (estimated).  Original CCL on form was 32 in. Original Weight on form was 85 lbs. FREE-SWIMMING ANIMAL IN POWER PLANT INTAKE CHANNEL; ANIMAL CAPTURED, TAGGED & RELEASED AT SAN ONOFRE STATE BEACH; MONEL TAG # Q315 AFFIXED ",,,,,,,,,,,,,,,,,,,,,,,
145,14-06-05,00:00,,,Turtle,Green Sea Turtle,,Alive,"Seal Beach, North End Of Seal Beach Near San Gabriel River Outflow",California,,,-118.114,33.74,Exact,,,,,,,,,Original Length on form was 48 CM.  ANIMAL CAUGHT IN BEACH SEINE NET TARGETING SKATES & RAYS; ANIMAL WAS BETWEEN 15 & 45 YARDS OFFSHORE IN WATER APPROXIMATELY 6 FEET DEEP AT THE TIME IT WAS CAUGHT; ANIMAL DEEMED HEALTHY AND RELEASED AT SITE,,,,,,,,,,,,,,,,,,,,,,,
146,22-08-05,00:00,,,Turtle,Green Sea Turtle,,Advanced Decomposition,"San Pedro, Offshore Cabrillo Beach Breakwater",California,,,-118.278,33.706,Exact,,,,,,,,,Original Length on form was 50 CM.  RECORDED LENGTH = CURVILINEAR CARAPACE LENGTH,,,,,,,,,,,,,,,,,,,,,,,
147,09-09-05,00:00,,,Turtle,Green Sea Turtle,,Alive,"San Onofre, San Onofre Nuclear Generating Station",California,,,-117.555,33.368,Estimate,,,,,,,,,"Original Length on form was 25 IN (estimated).  Original CCL on form was 25 in. Original Weight on form was 80 lbs. FREE-SWIMMING ANIMAL IN POWER PLANT INTAKE CHANNEL; ANIMAL CAPTURED, TAGGED & RELEASED AT SAN ONOFRE STATE BEACH; MONEL TAG # Q315 AFFIXED ",,,,,,,,,,,,,,,,,,,,,,,
